Nama_Produk,Warna,Harga,Diskon,Pembeli,baik,ori
ASUS A407UF-BV073T 14" HD,Star Grey,7049000,4,1,M***0,Pengiriman express belum dibukasemoga sesuai,0,0
ASUS X441UA-GA312T 14" HD,Silver Gradient,6079000,5,3,j***b,harga terbaik,1,0
ASUS X441UA-GA312T 14" HD,Silver Gradient,6079000,5,3,I***g,Laptop Recommended,0,0
ASUS X441UA-GA312T 14" HD,Silver Gradient,6079000,5,3,K***A,kemasan ok,0,0
ASUS P2430UA-WO1113T 14",Black,7715000,,2,K***a,item bagus ori dan sesuai dengan speks,0,1
ASUS P2430UA-WO1113T 14",Black,7715000,,2,s***z,Bagus semoga awet trimakasih,0,0
ASUS X550VQ-XX016D 15.6",Red,8899000,,2,b***r,hufft  benar benar kosong karna os nya dos  harusnya sudah di kasi windows bawaan saja,0,0
ASUS X550VQ-XX016D 15.6",Red,8899000,,2,g***1,pengiriman sangat cepat  pelayanan bagus  barang mulus mudah2an lancar terus sampe seterusnya dah,0,0
ASUS X441MA-GA012T 14" HD,Silver,4249000,5,84,F***i,dijamin ori laptopnya ok packing bagus smog awet,0,1
ASUS X441MA-GA012T 14" HD,Silver,4249000,5,84,V***y,k,0,0
ASUS X441MA-GA012T 14" HD,Silver,4249000,5,84,V***y,i,0,0
ASUS X441MA-GA012T 14" HD,Silver,4249000,5,84,R***k,harga lebih murah dibandingkan beli di tokotapi tidak ada CDnya,0,0
ASUS X441MA-GA012T 14" HD,Silver,4249000,5,84,E***a,puas,0,0
ASUS X441MA-GA012T 14" HD,Silver,4249000,5,84,T***o,Dapet murah lagi,0,0
ASUS X441MA-GA012T 14" HD,Silver,4249000,5,84,C***g,,0,0
ASUS X441MA-GA012T 14" HD,Silver,4249000,5,84,C***g,,0,0
